0.000000000000000000e+00 0.000000000000000000e+00
3.003003003003002977e-02 3.002702185004783864e-02
6.006006006006005954e-02 6.003599208250275793e-02
9.009009009009008584e-02 9.000886883710812469e-02
1.201201201201201191e-01 1.199277675555365796e-01
1.501501501501501523e-01 1.497764255399901545e-01
1.801801801801801717e-01 1.795367723116511049e-01
2.102102102102102188e-01 2.091901844714346703e-01
2.402402402402402382e-01 2.387182368015209333e-01
2.702702702702702853e-01 2.681027022653549863e-01
3.003003003003003046e-01 2.973255520076466540e-01
3.303303303303303240e-01 3.263689553543708266e-01
3.603603603603603434e-01 3.552152798127673483e-01
3.903903903903903627e-01 3.838470910713407958e-01
4.204204204204204376e-01 4.122471529998609219e-01
4.504504504504504570e-01 4.403984276493621008e-01
4.804804804804804763e-01 4.682840752521437167e-01
5.105105105105105512e-01 4.958874542217702741e-01
5.405405405405405705e-01 5.231921211530707883e-01
5.705705705705705899e-01 5.501818308221395615e-01
6.006006006006006093e-01 5.768405361863356839e-01
6.306306306306306286e-01 6.031523883842828671e-01
6.606606606606606480e-01 6.291017367358705537e-01
6.906906906906906674e-01 6.546731287422521417e-01
7.207207207207206867e-01 6.798513100858464275e-01
7.507507507507507061e-01 7.046212246303369398e-01
7.807807807807807254e-01 7.289680144206724943e-01
8.108108108108108558e-01 7.528770196830665284e-01
8.408408408408408752e-01 7.763337788249971005e-01
8.708708708708708945e-01 7.993240284352078895e-01
9.009009009009009139e-01 8.218374366393952357e-01
9.309309309309309333e-01 8.438651508932972778e-01
9.609609609609609526e-01 8.653922507788338603e-01
9.909909909909909720e-01 8.864042067386032064e-01
1.021021021021021102e+00 9.068869578862138736e-01
1.051051051051051122e+00 9.268269120062837541e-01
1.081081081081081141e+00 9.462109455544412961e-01
1.111111111111111160e+00 9.650264036573243942e-01
1.141141141141141180e+00 9.832611001125813877e-01
1.171171171171171199e+00 1.000903317388869951e+00
1.201201201201201219e+00 1.017941806625858314e+00
1.231231231231231238e+00 1.034365787634224043e+00
1.261261261261261257e+00 1.050164948895655037e+00
1.291291291291291277e+00 1.065329447562848975e+00
1.321321321321321296e+00 1.079849909459513757e+00
1.351351351351351315e+00 1.093717429080366621e+00
1.381381381381381335e+00 1.106923569591135470e+00
1.411411411411411354e+00 1.119460362828557543e+00
1.441441441441441373e+00 1.131320309300380522e+00
1.471471471471471393e+00 1.142496378185361205e+00
1.501501501501501412e+00 1.152982007333267500e+00
1.531531531531531432e+00 1.162771103264876205e+00
1.561561561561561451e+00 1.171858041171974563e+00
1.591591591591591470e+00 1.180237664917359819e+00
1.621621621621621712e+00 1.187905287034838997e+00
1.651651651651651731e+00 1.194856688729228900e+00
1.681681681681681750e+00 1.201088119876356330e+00
1.711711711711711770e+00 1.206596299023058538e+00
1.741741741741741789e+00 1.211378413387181885e+00
1.771771771771771808e+00 1.215432118857583399e+00
1.801801801801801828e+00 1.218755539994129444e+00
1.831831831831831847e+00 1.221347270027696830e+00
1.861861861861861867e+00 1.223206370860171921e+00
1.891891891891891886e+00 1.224332373064451307e+00
1.921921921921921905e+00 1.224725275884441356e+00
1.951951951951951925e+00 1.224385547235057992e+00
1.981981981981981944e+00 1.223314123702228029e+00
2.012012012012012185e+00 1.221512443551558968e+00
