0.000000000000000000e+00 0.000000000000000000e+00
3.003003003003002977e-02 3.002551838759524860e-02
6.006006006006005954e-02 6.002396121854249034e-02
9.009009009009008584e-02 8.996827488778141868e-02
1.201201201201201191e-01 1.198316441313984487e-01
1.501501501501501523e-01 1.495894480216261035e-01
1.801801801801801717e-01 1.792145174008775155e-01
2.102102102102102188e-01 2.086790214888380457e-01
2.402402402402402382e-01 2.379555202986839146e-01
2.702702702702702853e-01 2.670169646370822436e-01
3.003003003003003046e-01 2.958366961041908327e-01
3.303303303303303240e-01 3.243884470936583275e-01
3.603603603603603434e-01 3.526463407926245797e-01
3.903903903903903627e-01 3.805848911817196756e-01
4.204204204204204376e-01 4.081790030350649356e-01
4.504504504504504570e-01 4.354039719202723591e-01
4.804804804804804763e-01 4.622354841984447349e-01
5.105105105105105512e-01 4.886496170241761972e-01
5.405405405405405705e-01 5.146228383455507815e-01
5.705705705705705899e-01 5.401320069041440908e-01
6.006006006006006093e-01 5.651543722350224064e-01
6.306306306306306286e-01 5.896675746667425777e-01
6.606606606606606480e-01 6.136496453213526880e-01
6.906906906906906674e-01 6.370790061143912775e-01
7.207207207207206867e-01 6.599344697548880090e-01
7.507507507507507061e-01 6.821952397453631134e-01
7.807807807807807254e-01 7.038437989917574189e-01
8.108108108108108558e-01 7.248678126682313039e-01
8.408408408408408752e-01 7.452463261640591696e-01
8.708708708708708945e-01 7.649586247449889909e-01
9.009009009009009139e-01 7.839848741638659746e-01
9.309309309309309333e-01 8.023061206606324491e-01
9.609609609609609526e-01 8.199042909623279751e-01
9.909909909909909720e-01 8.367621922830893455e-01
1.021021021021021102e+00 8.528635123241503635e-01
1.051051051051051122e+00 8.681928192738422867e-01
1.081081081081081141e+00 8.827355618075931609e-01
1.111111111111111160e+00 8.964780690879287084e-01
1.141141141141141180e+00 9.094075507644714396e-01
1.171171171171171199e+00 9.215120969739410972e-01
1.201201201201201219e+00 9.327806783401548785e-01
1.231231231231231238e+00 9.432031459740268797e-01
1.261261261261261257e+00 9.527702314735685407e-01
1.291291291291291277e+00 9.614735469238884225e-01
1.321321321321321296e+00 9.693055848971923183e-01
1.351351351351351315e+00 9.762597184527830319e-01
1.381381381381381335e+00 9.823302011370607101e-01
1.411411411411411354e+00 9.875121669835226212e-01
1.441441441441441373e+00 9.918016305127632659e-01
1.471471471471471393e+00 9.951954867324744880e-01
1.501501501501501412e+00 9.976915111374449197e-01
1.531531531531531432e+00 9.992883597095606474e-01
1.561561561561561451e+00 9.999855689178049900e-01
1.591591591591591470e+00 9.997835557182581656e-01
1.621621621621621712e+00 9.986836175540978466e-01
1.651651651651651731e+00 9.966879323555988268e-01
1.681681681681681750e+00 9.937995585401329102e-01
1.711711711711711770e+00 9.900225014154313552e-01
1.741741741741741789e+00 9.853606984149800851e-01
1.771771771771771808e+00 9.798172390626803674e-01
1.801801801801801828e+00 9.733959239606559954e-01
1.831831831831831847e+00 9.661013599094016024e-01
1.861861861861861867e+00 9.579389599077833273e-01
1.891891891891891886e+00 9.489149431530380374e-01
1.921921921921921905e+00 9.390363350407741061e-01
1.951951951951951925e+00 9.283109671649705241e-01
1.981981981981981944e+00 9.167474773179778991e-01
2.012012012012012185e+00 9.043553094905175671e-01
2.042042042042042205e+00 8.911447138716822591e-01
2.072072072072072224e+00 8.771267468489357677e-01
2.102102102102102243e+00 8.623132710081129471e-01
2.132132132132132263e+00 8.467169551334196020e-01
2.162162162162162282e+00 8.303512742074328212e-01
2.192192192192192302e+00 8.132305094111009769e-01
2.222222222222222321e+00 7.953697481237432809e-01
2.252252252252252340e+00 7.767848839230502289e-01
2.282282282282282360e+00 7.574926165850830451e-01
2.312312312312312379e+00 7.375104520842747924e-01
2.342342342342342398e+00 7.168567025934290404e-01
2.372372372372372418e+00 6.955504864837207535e-01
2.402402402402402437e+00 6.736117283246958465e-01
2.432432432432432456e+00 6.510611588842714070e-01
2.462462462462462476e+00 6.279203151287358065e-01
2.492492492492492495e+00 6.042115402227482557e-01
2.522522522522522515e+00 5.799579835293391383e-01
2.552552552552552534e+00 5.551836006099104548e-01
2.582582582582582553e+00 5.299131532242344900e-01
2.612612612612612573e+00 5.041722093304550345e-01
2.642642642642642592e+00 4.779871430850870517e-01
2.672672672672672611e+00 4.513851348430166777e-01
2.702702702702702631e+00 4.243880745868175985e-01
2.732732732732732650e+00 3.970053335575122189e-01
2.762762762762762669e+00 3.692621047887907348e-01
2.792792792792792689e+00 3.411847531522303467e-01
2.822822822822822708e+00 3.127996561480502202e-01
2.852852852852852727e+00 2.841332039051112646e-01
2.882882882882882747e+00 2.552117991809161879e-01
2.912912912912912766e+00 2.260618573616094418e-01
2.942942942942942786e+00 1.967098064619772768e-01
2.972972972972972805e+00 1.671820871254479091e-01
3.003003003003002824e+00 1.375051526240909650e-01
3.033033033033032844e+00 1.077054688586181475e-01
3.063063063063062863e+00 7.780951435838290298e-02
3.093093093093092882e+00 4.784378028138047689e-02
3.123123123123122902e+00 1.783477041424780252e-02
3.153153153153152921e+00 -1.219099882773633237e-02
3.183183183183182940e+00 -4.220699840065134101e-02
3.213213213213213404e+00 -7.218668663193517077e-02
3.243243243243243423e+00 -1.021035092203831374e-01
3.273273273273273443e+00 -1.319308992361494237e-01
3.303303303303303462e+00 -1.616422771207464137e-01
3.333333333333333481e+00 -1.912110506870444704e-01
3.363363363363363501e+00 -2.206106151192724907e-01
3.393393393393393520e+00 -2.498143529730174617e-01
3.423423423423423539e+00 -2.787956341752241274e-01
